breeder,enrichment,x_cm,y_cm,z_cm,flux,flux_std_dev
pbli,90,-33.0,-3.0,0.5,0.0006074265831997728,4.470560483918249e-06
pbli,90,-31.0,-3.0,0.5,0.0006524537870957559,4.481347806677721e-06
pbli,90,-29.0,-3.0,0.5,0.00069182883446852,4.786451830517213e-06
pbli,90,-27.0,-3.0,0.5,0.0007280454332952049,4.66017209027351e-06
pbli,90,-25.0,-3.0,0.5,0.0007621200533134925,5.15425154966273e-06
pbli,90,-23.0,-3.0,0.5,0.0007766029722685239,5.259776255738583e-06
pbli,90,-21.0,-3.0,0.5,0.000807763144223372,4.747095875726206e-06
pbli,90,-19.0,-3.0,0.5,0.0008257800316857283,4.918185422711255e-06
pbli,90,-17.0,-3.0,0.5,0.000837539040352127,5.517973051578993e-06
pbli,90,-15.0,-3.0,0.5,0.0008481496764310997,4.939434887622099e-06
pbli,90,-13.0,-3.0,0.5,0.0008618591928879145,5.106208419588802e-06
pbli,90,-11.0,-3.0,0.5,0.000863368552845711,5.478911503565563e-06
pbli,90,-9.0,-3.0,0.5,0.0008750296481456289,4.938381098542487e-06
pbli,90,-7.0,-3.0,0.5,0.0008845713305331728,5.571958470476385e-06
pbli,90,-5.0,-3.0,0.5,0.000896709004670678,4.908745206835572e-06
pbli,90,-3.0,-3.0,0.5,0.0008904174259296619,5.145630778908988e-06
pbli,90,-1.0,-3.0,0.5,0.0008919940755678811,5.188402180131582e-06
pbli,90,1.0,-3.0,0.5,0.0008882160258028278,5.046940611180843e-06
pbli,90,3.0,-3.0,0.5,0.0008862163607399536,5.771452931325748e-06
pbli,90,5.0,-3.0,0.5,0.0008912985288699088,5.383578586460344e-06
pbli,90,7.0,-3.0,0.5,0.0008920855698281026,5.406789834512142e-06
pbli,90,9.0,-3.0,0.5,0.0008709759801691357,5.597465854099239e-06
pbli,90,11.0,-3.0,0.5,0.0008773526740088349,5.498829252900815e-06
pbli,90,13.0,-3.0,0.5,0.0008517643861514536,5.151923680797369e-06
pbli,90,15.0,-3.0,0.5,0.0008380680482974033,5.1714928571327286e-06
pbli,90,17.0,-3.0,0.5,0.0008280652044292712,5.363910022092676e-06
pbli,90,19.0,-3.0,0.5,0.0008105228511968827,5.379157123901912e-06
pbli,90,21.0,-3.0,0.5,0.0007995621090882954,4.644697249279538e-06
pbli,90,23.0,-3.0,0.5,0.0007820341559029647,4.529991528390992e-06
pbli,90,25.0,-3.0,0.5,0.0007569799966974797,4.8623938885922735e-06
pbli,90,27.0,-3.0,0.5,0.0007308867945965427,5.260785688946773e-06
pbli,90,29.0,-3.0,0.5,0.0006956951435804462,4.551591509030685e-06
pbli,90,31.0,-3.0,0.5,0.0006623667402504454,4.809331704227535e-06
pbli,90,33.0,-3.0,0.5,0.0006129954327223411,4.814216818982489e-06
pbli,90,35.0,-3.0,0.5,0.0005612314084442592,4.721349608844938e-06
pbli,90,37.0,-3.0,0.5,0.0004955099433306999,3.868273047829494e-06
pbli,90,39.0,-3.0,0.5,0.0004187789345299867,3.756449221121353e-06
pbli,90,-39.0,-1.0,0.5,0.00042407771140661057,3.748461184413112e-06
pbli,90,-37.0,-1.0,0.5,0.0005021170634889328,3.940894379627574e-06
pbli,90,-35.0,-1.0,0.5,0.0005526532627760292,4.070838910766688e-06
pbli,90,-33.0,-1.0,0.5,0.0006097476954095813,4.343800813724488e-06
pbli,90,-31.0,-1.0,0.5,0.0006574164454484539,4.73798061617632e-06
pbli,90,-29.0,-1.0,0.5,0.0006908155249515324,4.264434389289113e-06
pbli,90,-27.0,-1.0,0.5,0.0007296636900218205,4.33027977425796e-06
pbli,90,-25.0,-1.0,0.5,0.000755557657918999,4.871587507913835e-06
pbli,90,-23.0,-1.0,0.5,0.000776400202965224,5.600949150886322e-06
pbli,90,-21.0,-1.0,0.5,0.0008105445364403492,5.157156058326782e-06
pbli,90,-19.0,-1.0,0.5,0.0008313759771858089,4.3878327682731664e-06
pbli,90,-17.0,-1.0,0.5,0.000840300786720318,5.116582113975855e-06
pbli,90,-15.0,-1.0,0.5,0.0008428839778261372,5.764576426784577e-06
pbli,90,-13.0,-1.0,0.5,0.0008598068900683218,4.8028269460261895e-06
pbli,90,-11.0,-1.0,0.5,0.0008630009011613175,5.625646489193566e-06
pbli,90,-9.0,-1.0,0.5,0.0008770974922961604,5.037924769700566e-06
pbli,90,-7.0,-1.0,0.5,0.0008891120425895956,5.275096856937594e-06
pbli,90,-5.0,-1.0,0.5,0.0008961700191688731,5.943248186950455e-06
pbli,90,-3.0,-1.0,0.5,0.0008950758667033551,6.3241569053031906e-06
pbli,90,-1.0,-1.0,0.5,0.0008921547272757393,6.270588776021452e-06
pbli,90,1.0,-1.0,0.5,0.0008813850978092139,5.529870649421765e-06
pbli,90,3.0,-1.0,0.5,0.0008902711715532464,5.272371722007301e-06
pbli,90,5.0,-1.0,0.5,0.0008902719437216166,5.1100253285164705e-06
pbli,90,7.0,-1.0,0.5,0.0008931894340127291,5.718792707001541e-06
pbli,90,9.0,-1.0,0.5,0.0008833416368269844,4.9142327967721996e-06
pbli,90,11.0,-1.0,0.5,0.0008712110690724556,5.2206356536184e-06
pbli,90,13.0,-1.0,0.5,0.000858348150505418,5.813607919391738e-06
pbli,90,15.0,-1.0,0.5,0.000855560835672125,5.649500514033626e-06
pbli,90,17.0,-1.0,0.5,0.0008304724192851084,5.330477667318529e-06
pbli,90,19.0,-1.0,0.5,0.0008150479604814724,5.346414633999785e-06
pbli,90,21.0,-1.0,0.5,0.0008008719373355066,5.0791317447570824e-06
pbli,90,23.0,-1.0,0.5,0.0007758214835622261,4.383166552660921e-06
pbli,90,25.0,-1.0,0.5,0.0007498014537073318,5.3252453874744095e-06
pbli,90,27.0,-1.0,0.5,0.0007191160283538847,5.397660797456854e-06
pbli,90,29.0,-1.0,0.5,0.0006940416971071928,4.678589796196906e-06
pbli,90,31.0,-1.0,0.5,0.000655254794972335,4.743713822645094e-06
pbli,90,33.0,-1.0,0.5,0.0006143291989784795,4.132773553784705e-06
pbli,90,35.0,-1.0,0.5,0.0005589857584690344,4.075638477048898e-06
pbli,90,37.0,-1.0,0.5,0.0005008609609537635,4.368917238705979e-06
pbli,90,39.0,-1.0,0.5,0.0004200220463922387,4.24779593018096e-06
pbli,90,-39.0,1.0,0.5,0.00042017285158525936,3.968728386730397e-06
pbli,90,-37.0,1.0,0.5,0.0005024316034700021,4.126637371256851e-06
pbli,90,-35.0,1.0,0.5,0.0005608308740470075,4.296088210286989e-06
pbli,90,-33.0,1.0,0.5,0.0006134440274383647,4.286898770885256e-06
pbli,90,-31.0,1.0,0.5,0.0006551053514108707,4.6746788682618834e-06
pbli,90,-29.0,1.0,0.5,0.000688601641888962,4.819150129903185e-06
pbli,90,-27.0,1.0,0.5,0.0007196183213939732,4.5646743782334776e-06
pbli,90,-25.0,1.0,0.5,0.000762965849690309,4.659300966080026e-06
pbli,90,-23.0,1.0,0.5,0.0007789592395920499,4.89389175386065e-06
pbli,90,-21.0,1.0,0.5,0.000803634412638166,4.749744151533159e-06
pbli,90,-19.0,1.0,0.5,0.0008251432600383267,4.529446674531515e-06
pbli,90,-17.0,1.0,0.5,0.0008396088959988285,5.296600195156181e-06
pbli,90,-15.0,1.0,0.5,0.0008516622181986536,5.200881562198591e-06
pbli,90,-13.0,1.0,0.5,0.0008589833166234037,5.448531562748109e-06
pbli,90,-11.0,1.0,0.5,0.0008779677192611024,5.878254329699566e-06
pbli,90,-9.0,1.0,0.5,0.0008748194264834689,5.2774583017183705e-06
pbli,90,-7.0,1.0,0.5,0.0008858008909425798,5.245735509504737e-06
pbli,90,-5.0,1.0,0.5,0.0008824060845530216,4.991986634468131e-06
pbli,90,-3.0,1.0,0.5,0.0008996376736131914,5.457403875190392e-06
pbli,90,-1.0,1.0,0.5,0.0008922426353661733,5.639079123872329e-06
pbli,90,1.0,1.0,0.5,0.0008852683366619152,5.362259988704726e-06
pbli,90,3.0,1.0,0.5,0.0008916101415553245,5.659036517256283e-06
pbli,90,5.0,1.0,0.5,0.0008899639622369296,5.177279780043786e-06
pbli,90,7.0,1.0,0.5,0.0008852757943348794,5.968239911210824e-06
pbli,90,9.0,1.0,0.5,0.000877825439687381,5.3182026252555006e-06
pbli,90,11.0,1.0,0.5,0.0008704953107045127,5.2715894342623965e-06
pbli,90,13.0,1.0,0.5,0.0008542253908070986,5.018841928597059e-06
pbli,90,15.0,1.0,0.5,0.0008511569630614597,5.48133677858006e-06
pbli,90,17.0,1.0,0.5,0.0008402885762024089,5.155006804555123e-06
pbli,90,19.0,1.0,0.5,0.0008202142891315013,4.791790861439814e-06
pbli,90,21.0,1.0,0.5,0.0008017057870059304,5.272308501304813e-06
pbli,90,23.0,1.0,0.5,0.0007795618652656999,4.730486236097726e-06
pbli,90,25.0,1.0,0.5,0.0007554996405108938,4.974749854471507e-06
pbli,90,27.0,1.0,0.5,0.0007296755582310417,4.753494351710485e-06
pbli,90,29.0,1.0,0.5,0.0006973256565220427,4.554570850261324e-06
pbli,90,31.0,1.0,0.5,0.000649619506306881,4.666532075045725e-06
pbli,90,33.0,1.0,0.5,0.0006059893000629085,4.667534837609666e-06
pbli,90,35.0,1.0,0.5,0.0005531665427862712,4.190189615490571e-06
pbli,90,37.0,1.0,0.5,0.0004974641626225209,4.028968929110492e-06
pbli,90,39.0,1.0,0.5,0.00041911155513799564,4.010067169597811e-06
pbli,90,-39.0,3.0,0.5,0.0004208482160470207,3.0570701535398115e-06
pbli,90,-37.0,3.0,0.5,0.0005009804430282857,4.386039228743675e-06
pbli,90,-35.0,3.0,0.5,0.0005559631433025459,4.633109332427735e-06
pbli,90,-33.0,3.0,0.5,0.0006050418882613552,4.369569285968298e-06
pbli,90,-31.0,3.0,0.5,0.0006559506984628818,4.118551659508892e-06
pbli,90,-29.0,3.0,0.5,0.0006895954104703277,4.6583283710555455e-06
pbli,90,-27.0,3.0,0.5,0.0007155687096794421,4.908843162513658e-06
pbli,90,-25.0,3.0,0.5,0.000754953797199493,4.914523116156066e-06
pbli,90,-23.0,3.0,0.5,0.0007881497618740746,4.917047235232239e-06
pbli,90,-21.0,3.0,0.5,0.0008087162851343506,4.959381291668044e-06
pbli,90,-19.0,3.0,0.5,0.0008194117981090908,4.467837419347908e-06
pbli,90,-17.0,3.0,0.5,0.0008410472239612852,5.738394538500039e-06
pbli,90,-15.0,3.0,0.5,0.0008523539985466507,5.240530278709821e-06
pbli,90,-13.0,3.0,0.5,0.0008545338194233409,5.272841635875456e-06
pbli,90,-11.0,3.0,0.5,0.000873917962749456,6.037982852535174e-06
pbli,90,-9.0,3.0,0.5,0.0008738156382589096,5.3699512172217505e-06
pbli,90,-7.0,3.0,0.5,0.0008804984729626308,5.543910371861366e-06
pbli,90,-5.0,3.0,0.5,0.0008857609451919428,4.516179859529551e-06
pbli,90,-3.0,3.0,0.5,0.000897089382370844,4.812540863289018e-06
pbli,90,-1.0,3.0,0.5,0.0008896650890228493,5.254932303463207e-06
pbli,90,1.0,3.0,0.5,0.0008896238051063894,6.079286622731699e-06
pbli,90,3.0,3.0,0.5,0.0008801839226938088,5.6223880880666045e-06
pbli,90,5.0,3.0,0.5,0.0008922924965198361,5.424371045615144e-06
pbli,90,7.0,3.0,0.5,0.0008816668877349739,5.056314896828511e-06
pbli,90,9.0,3.0,0.5,0.000878048686907842,5.209843100178631e-06
pbli,90,11.0,3.0,0.5,0.0008644501706522079,4.798608879920216e-06
pbli,90,13.0,3.0,0.5,0.0008561007772935129,4.763729447003358e-06
pbli,90,15.0,3.0,0.5,0.0008550081524256321,4.984701761962966e-06
pbli,90,17.0,3.0,0.5,0.0008350273753612328,5.529551842972278e-06
pbli,90,19.0,3.0,0.5,0.0008194067137414231,4.860979608426999e-06
pbli,90,21.0,3.0,0.5,0.0008004758529120657,4.861890117224011e-06
pbli,90,23.0,3.0,0.5,0.0007830907425330416,5.023170631353969e-06
pbli,90,25.0,3.0,0.5,0.0007574854782973313,3.889296907522928e-06
pbli,90,27.0,3.0,0.5,0.0007309882852040313,4.8670929209041375e-06
pbli,90,29.0,3.0,0.5,0.000690702780422779,4.968917315077753e-06
pbli,90,31.0,3.0,0.5,0.0006594992988165618,4.557450295366153e-06
pbli,90,33.0,3.0,0.5,0.0006090920704879342,4.746490191168277e-06
pbli,90,35.0,3.0,0.5,0.0005533391990404674,4.194664164684331e-06
pbli,90,37.0,3.0,0.5,0.0004966884988605473,3.940353550463598e-06
pbli,90,39.0,3.0,0.5,0.0004201723888370922,3.900705052850765e-06
pbli,90,-39.0,5.0,0.5,0.00041002030230121394,3.7124684309657388e-06
pbli,90,-37.0,5.0,0.5,0.0004956434935390497,4.0551185348090935e-06
pbli,90,-35.0,5.0,0.5,0.0005551734996709809,4.3707240400354105e-06
pbli,90,-33.0,5.0,0.5,0.0006060168940866771,4.485556500317038e-06
pbli,90,-31.0,5.0,0.5,0.0006584778803225128,4.36915061727449e-06
pbli,90,-29.0,5.0,0.5,0.0006923565728652247,4.429734734783908e-06
pbli,90,-27.0,5.0,0.5,0.0007259468222544482,4.618503955516316e-06
pbli,90,-25.0,5.0,0.5,0.0007489375990862297,4.948134599861745e-06
pbli,90,-23.0,5.0,0.5,0.0007759389585830573,4.3920115743881786e-06
pbli,90,-21.0,5.0,0.5,0.0008023289557946165,5.428694412642023e-06
pbli,90,-19.0,5.0,0.5,0.0008245067058729307,4.802305909241453e-06
pbli,90,-17.0,5.0,0.5,0.0008453760387007657,4.958016252121384e-06
pbli,90,-15.0,5.0,0.5,0.0008476251444001811,5.504539164366204e-06
pbli,90,-13.0,5.0,0.5,0.0008607482454405784,4.856365834709843e-06
pbli,90,-11.0,5.0,0.5,0.000857504767912994,4.413994225149736e-06
pbli,90,-9.0,5.0,0.5,0.0008680899584877396,5.048744268949486e-06
pbli,90,-7.0,5.0,0.5,0.0008738167669712203,5.6040299676780634e-06
pbli,90,-5.0,5.0,0.5,0.0008901074836251927,5.220587639584769e-06
pbli,90,-3.0,5.0,0.5,0.0008919820207537266,5.264275652184913e-06
pbli,90,-1.0,5.0,0.5,0.0008912950148506482,5.474121993094807e-06
pbli,90,1.0,5.0,0.5,0.0008837626991553628,5.231342791985099e-06
pbli,90,3.0,5.0,0.5,0.0008862924137661818,4.810117321127761e-06
pbli,90,5.0,5.0,0.5,0.000881793256180637,5.088801546913724e-06
pbli,90,7.0,5.0,0.5,0.0008692595276050673,5.288346672028881e-06
pbli,90,9.0,5.0,0.5,0.0008694744809602355,5.053113632298157e-06
pbli,90,11.0,5.0,0.5,0.0008656807693442007,4.5454506286660635e-06
pbli,90,13.0,5.0,0.5,0.0008546704932766994,5.480531742940576e-06
pbli,90,15.0,5.0,0.5,0.0008370243123611714,5.0022894594173775e-06
pbli,90,17.0,5.0,0.5,0.0008288292238448268,4.760064259456736e-06
pbli,90,19.0,5.0,0.5,0.0008163818477163808,4.706060779286114e-06
pbli,90,21.0,5.0,0.5,0.0008007667049631746,4.671929155055534e-06
pbli,90,23.0,5.0,0.5,0.0007757883629496655,5.1465802965555965e-06
pbli,90,25.0,5.0,0.5,0.0007543461835274788,5.274539841620647e-06
pbli,90,27.0,5.0,0.5,0.0007290723317911465,4.540788497714263e-06
pbli,90,29.0,5.0,0.5,0.0006959007671862921,4.577476542672846e-06
pbli,90,31.0,5.0,0.5,0.0006572428537195655,4.964140680040114e-06
pbli,90,33.0,5.0,0.5,0.0006013096996566904,4.432473967565276e-06
pbli,90,35.0,5.0,0.5,0.0005532092362353415,3.8624450190732925e-06
pbli,90,37.0,5.0,0.5,0.0004951320311275045,3.899327622197143e-06
pbli,90,39.0,5.0,0.5,0.00041436243381171294,3.9256080312756865e-06
pbli,90,-39.0,7.0,0.5,0.00041610855574988697,3.6853641037749176e-06
pbli,90,-37.0,7.0,0.5,0.0004996776101362863,4.247449423481408e-06
pbli,90,-35.0,7.0,0.5,0.0005562143229567576,4.352796361913566e-06
pbli,90,-33.0,7.0,0.5,0.0005998352651438263,5.056204231538735e-06
pbli,90,-31.0,7.0,0.5,0.0006506004189751862,4.669157885573556e-06
pbli,90,-29.0,7.0,0.5,0.000688224772124458,4.626848018739904e-06
pbli,90,-27.0,7.0,0.5,0.0007188330188959627,5.224827988106055e-06
pbli,90,-25.0,7.0,0.5,0.0007496737263356097,4.909098166233304e-06
pbli,90,-23.0,7.0,0.5,0.0007744945932310334,4.49283605987753e-06
pbli,90,-21.0,7.0,0.5,0.0007967371860969284,5.358698806491932e-06
pbli,90,-19.0,7.0,0.5,0.0008166330497187614,5.414468811156742e-06
pbli,90,-17.0,7.0,0.5,0.0008305725744139164,4.754819069707063e-06
pbli,90,-15.0,7.0,0.5,0.0008414178191261994,5.890948066557261e-06
pbli,90,-13.0,7.0,0.5,0.000854900068499627,5.7307955607698685e-06
pbli,90,-11.0,7.0,0.5,0.0008650205504428274,5.369484220894982e-06
pbli,90,-9.0,7.0,0.5,0.000871504912087135,5.291596112081719e-06
pbli,90,-7.0,7.0,0.5,0.0008719919384660595,5.3449703362920456e-06
pbli,90,-5.0,7.0,0.5,0.000880721041935077,5.45426493449368e-06
pbli,90,-3.0,7.0,0.5,0.0008779516623251278,5.555763897225639e-06
pbli,90,-1.0,7.0,0.5,0.0008794965388145947,4.7984954847738925e-06
pbli,90,1.0,7.0,0.5,0.0008773037338887934,5.563183293079079e-06
pbli,90,3.0,7.0,0.5,0.0008827240501701363,6.092733670257163e-06
pbli,90,5.0,7.0,0.5,0.0008787466695650683,5.5893080751784366e-06
pbli,90,7.0,7.0,0.5,0.0008752878974908693,4.776386682056174e-06
pbli,90,9.0,7.0,0.5,0.0008652681022254746,5.493317267817668e-06
pbli,90,11.0,7.0,0.5,0.0008737946699878663,5.7068206933127285e-06
pbli,90,13.0,7.0,0.5,0.0008575124154261367,5.061216530846783e-06
pbli,90,15.0,7.0,0.5,0.0008355843804692703,5.05323658260504e-06
pbli,90,17.0,7.0,0.5,0.0008203858317475377,5.209148762473695e-06
pbli,90,19.0,7.0,0.5,0.0008201124891347552,4.904483840407534e-06
pbli,90,21.0,7.0,0.5,0.0007951312258093469,4.7739208566289995e-06
pbli,90,23.0,7.0,0.5,0.0007752260977537253,5.449777249737193e-06
pbli,90,25.0,7.0,0.5,0.000755414100045013,4.273969153293668e-06
pbli,90,27.0,7.0,0.5,0.0007206523935583033,4.5376984077963e-06
pbli,90,29.0,7.0,0.5,0.0006895119236969971,4.71845292609676e-06
pbli,90,31.0,7.0,0.5,0.0006519992204974337,4.456669284012958e-06
pbli,90,33.0,7.0,0.5,0.0006032240508974028,4.290304130395371e-06
pbli,90,35.0,7.0,0.5,0.0005533478270304661,3.979175999615554e-06
pbli,90,37.0,7.0,0.5,0.0004962795834800807,4.508251822608833e-06
pbli,90,39.0,7.0,0.5,0.00041973115170486147,3.7820723842564735e-06
pbli,90,-39.0,9.0,0.5,0.00041687680780281905,3.536881524060675e-06
pbli,90,-37.0,9.0,0.5,0.0004895778154499858,3.6944694354809154e-06
pbli,90,-35.0,9.0,0.5,0.0005375058780547109,4.116776766372622e-06
pbli,90,-33.0,9.0,0.5,0.0005978321836324903,4.562274436810117e-06
pbli,90,-31.0,9.0,0.5,0.0006443623414036017,4.27284715522369e-06
pbli,90,-29.0,9.0,0.5,0.0006836022590413161,4.413941282566273e-06
pbli,90,-27.0,9.0,0.5,0.0007159434176212654,5.043414018412836e-06
pbli,90,-25.0,9.0,0.5,0.000740682877936063,4.773601016165492e-06
pbli,90,-23.0,9.0,0.5,0.0007722522531028575,4.692165804418377e-06
pbli,90,-21.0,9.0,0.5,0.0007918930743681121,4.9343770243652036e-06
pbli,90,-19.0,9.0,0.5,0.000809133738640544,4.3798558435742886e-06
pbli,90,-17.0,9.0,0.5,0.0008214945341527497,5.220248161312215e-06
pbli,90,-15.0,9.0,0.5,0.0008430739158781167,4.9090000364529895e-06
pbli,90,-13.0,9.0,0.5,0.0008412205019747458,4.88716607821384e-06
pbli,90,-11.0,9.0,0.5,0.0008557231929566102,5.12951496623304e-06
pbli,90,-9.0,9.0,0.5,0.0008576682827188339,5.419322694079284e-06
pbli,90,-7.0,9.0,0.5,0.0008675196541820474,4.792307039449554e-06
pbli,90,-5.0,9.0,0.5,0.0008826888288813399,4.9817952442505545e-06
pbli,90,-3.0,9.0,0.5,0.0008751539150384985,5.312737839198155e-06
pbli,90,-1.0,9.0,0.5,0.0008816672014178475,5.121509054877521e-06
pbli,90,1.0,9.0,0.5,0.0008893617078342587,5.268136511859241e-06
pbli,90,3.0,9.0,0.5,0.000875699151352978,5.429646787721655e-06
pbli,90,5.0,9.0,0.5,0.0008710444882027783,5.4422453075334515e-06
pbli,90,7.0,9.0,0.5,0.0008691640839514899,4.65138602164151e-06
pbli,90,9.0,9.0,0.5,0.0008613919497500217,5.484214108699567e-06
pbli,90,11.0,9.0,0.5,0.000858009419151549,4.8731406109285985e-06
pbli,90,13.0,9.0,0.5,0.0008571416955260417,5.2560481474600266e-06
pbli,90,15.0,9.0,0.5,0.000841560751120149,4.972486214030611e-06
pbli,90,17.0,9.0,0.5,0.0008176653471494258,4.94740113026708e-06
pbli,90,19.0,9.0,0.5,0.0007970522939086727,4.299083995999882e-06
pbli,90,21.0,9.0,0.5,0.0007813504409148278,4.74158715809247e-06
pbli,90,23.0,9.0,0.5,0.0007715030197303807,5.325090009120862e-06
pbli,90,25.0,9.0,0.5,0.0007465210102183197,4.809771232277495e-06
pbli,90,27.0,9.0,0.5,0.0007113362079908751,4.180446375744026e-06
pbli,90,29.0,9.0,0.5,0.00068170094656052,4.050481652238643e-06
pbli,90,31.0,9.0,0.5,0.0006497709963154214,4.320565393019165e-06
pbli,90,33.0,9.0,0.5,0.0006069533897682317,4.187421226511606e-06
pbli,90,35.0,9.0,0.5,0.000552095588654451,4.411315071914406e-06
pbli,90,37.0,9.0,0.5,0.0004872463370642207,4.3944056469593565e-06
pbli,90,39.0,9.0,0.5,0.00040807116761373976,3.6452427705345292e-06
pbli,90,-39.0,11.0,0.5,0.0004002780660227517,3.5608162994436723e-06
pbli,90,-37.0,11.0,0.5,0.0004783379569414403,3.4274669825102455e-06
pbli,90,-35.0,11.0,0.5,0.0005480181400825568,4.438130961302157e-06
pbli,90,-33.0,11.0,0.5,0.0005940360380023567,4.25133135551258e-06
pbli,90,-31.0,11.0,0.5,0.0006356788083634915,4.219992325935498e-06
pbli,90,-29.0,11.0,0.5,0.0006768486227909589,4.616195549319854e-06
pbli,90,-27.0,11.0,0.5,0.0007149445573446865,5.524145779819147e-06
pbli,90,-25.0,11.0,0.5,0.0007374510422980435,5.41872341175639e-06
pbli,90,-23.0,11.0,0.5,0.0007583268933536327,5.093714654558246e-06
pbli,90,-21.0,11.0,0.5,0.0007797567535963174,5.277015696885091e-06
pbli,90,-19.0,11.0,0.5,0.0007994631679573026,4.347852195293403e-06
pbli,90,-17.0,11.0,0.5,0.0008142610288893476,5.164498608116418e-06
pbli,90,-15.0,11.0,0.5,0.0008236706600759395,5.141126771270725e-06
pbli,90,-13.0,11.0,0.5,0.0008419242303814155,5.275809425021793e-06
pbli,90,-11.0,11.0,0.5,0.0008466642105426552,4.847144005206563e-06
pbli,90,-9.0,11.0,0.5,0.0008602619185533981,5.355365570215841e-06
pbli,90,-7.0,11.0,0.5,0.0008649493614142556,5.151524131336509e-06
pbli,90,-5.0,11.0,0.5,0.0008736616756911381,4.944341411282916e-06
pbli,90,-3.0,11.0,0.5,0.0008717434815015198,5.148695944101856e-06
pbli,90,-1.0,11.0,0.5,0.0008660061221407073,5.305346953764938e-06
pbli,90,1.0,11.0,0.5,0.0008720370009097203,5.131425217205544e-06
pbli,90,3.0,11.0,0.5,0.0008703317243911766,5.3213630849750195e-06
pbli,90,5.0,11.0,0.5,0.0008699020789890112,5.584370261371046e-06
pbli,90,7.0,11.0,0.5,0.0008578944136431902,4.972855036271237e-06
pbli,90,9.0,11.0,0.5,0.0008531734460809179,5.056303778179134e-06
pbli,90,11.0,11.0,0.5,0.0008477024523101286,4.88691691822652e-06
pbli,90,13.0,11.0,0.5,0.000839712588726802,4.711564290569116e-06
pbli,90,15.0,11.0,0.5,0.0008146675693694375,4.614867584237241e-06
pbli,90,17.0,11.0,0.5,0.0008156250515574285,5.319349405125476e-06
pbli,90,19.0,11.0,0.5,0.0008028342891383114,4.8444557261789125e-06
pbli,90,21.0,11.0,0.5,0.0007832478511130965,4.852731856734693e-06
pbli,90,23.0,11.0,0.5,0.0007669542019156243,5.09687348745612e-06
pbli,90,25.0,11.0,0.5,0.0007403018415082875,4.974798248034534e-06
pbli,90,27.0,11.0,0.5,0.0007110980923086897,4.52750556659005e-06
pbli,90,29.0,11.0,0.5,0.0006777545579859355,4.160261566029219e-06
pbli,90,31.0,11.0,0.5,0.0006431840245537702,4.348142316859918e-06
pbli,90,33.0,11.0,0.5,0.0006002453011123879,4.581365614883246e-06
pbli,90,35.0,11.0,0.5,0.0005439005344832902,4.372231142284635e-06
pbli,90,37.0,11.0,0.5,0.0004915364958393354,4.143525049208998e-06
pbli,90,39.0,11.0,0.5,0.0004093216760257053,3.405633140957282e-06
pbli,90,-39.0,13.0,0.5,0.00040005225124900546,3.6200639288235607e-06
pbli,90,-37.0,13.0,0.5,0.00048552953559419763,3.4339486888105447e-06
pbli,90,-35.0,13.0,0.5,0.0005410700500347993,4.390125052267476e-06
pbli,90,-33.0,13.0,0.5,0.0005873138537176981,4.223013580651288e-06
pbli,90,-31.0,13.0,0.5,0.0006374703699109952,4.374080304460626e-06
pbli,90,-29.0,13.0,0.5,0.0006785494205432735,4.6612944076970745e-06
pbli,90,-27.0,13.0,0.5,0.0007113629896393558,5.5441749324342724e-06
pbli,90,-25.0,13.0,0.5,0.0007246294662943077,4.420668929174159e-06
pbli,90,-23.0,13.0,0.5,0.0007539285742471675,5.058811808609117e-06
pbli,90,-21.0,13.0,0.5,0.0007845478011776742,5.236149278918963e-06
pbli,90,-19.0,13.0,0.5,0.0007922840819531616,5.185327326232583e-06
pbli,90,-17.0,13.0,0.5,0.0008096136496593167,6.007535393851938e-06
pbli,90,-15.0,13.0,0.5,0.0008253563029446009,5.64580141496308e-06
pbli,90,-13.0,13.0,0.5,0.000834137666895288,4.7262616486294325e-06
pbli,90,-11.0,13.0,0.5,0.0008449121666503419,4.824785042797279e-06
pbli,90,-9.0,13.0,0.5,0.0008552251683021205,5.269977526140685e-06
pbli,90,-7.0,13.0,0.5,0.0008536164236157668,5.614864693568316e-06
pbli,90,-5.0,13.0,0.5,0.0008557025533375726,4.567385825367295e-06
pbli,90,-3.0,13.0,0.5,0.0008656862928989704,4.4292364888977635e-06
pbli,90,-1.0,13.0,0.5,0.0008656972589092196,5.10161519714207e-06
pbli,90,1.0,13.0,0.5,0.0008573699623191586,5.3132786619500135e-06
pbli,90,3.0,13.0,0.5,0.0008609036244735934,5.748508752781003e-06
pbli,90,5.0,13.0,0.5,0.0008701905748912293,5.154312807175276e-06
pbli,90,7.0,13.0,0.5,0.0008568865849504574,4.936130814167489e-06
pbli,90,9.0,13.0,0.5,0.0008452533318684114,6.30896045330023e-06
pbli,90,11.0,13.0,0.5,0.000838698783745468,5.086187997711067e-06
pbli,90,13.0,13.0,0.5,0.0008233837612988043,5.392645726062415e-06
pbli,90,15.0,13.0,0.5,0.0008132094273660505,4.904787234790905e-06
pbli,90,17.0,13.0,0.5,0.0008142345131510384,4.415593813792636e-06
pbli,90,19.0,13.0,0.5,0.0008006552411323556,4.816211321671142e-06
pbli,90,21.0,13.0,0.5,0.0007763191809890277,5.385850943175389e-06
pbli,90,23.0,13.0,0.5,0.0007559141402750887,4.890002078230265e-06
pbli,90,25.0,13.0,0.5,0.0007310929623855906,4.682043778382059e-06
pbli,90,27.0,13.0,0.5,0.0006973488909578071,4.462051891164057e-06
